business_id,rating_imputed,log_review_count,has_website,has_phone,has_social_media,electrical_related,industrial_related,rating_missing,category_group_Automation_Maintenance,category_group_Construction_Engineering,category_group_Electrical_Electronics,category_group_Industrial_Manufacturing,category_group_Other,category_group_Real_Estate,category_group_Suppliers_Retail
B042,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,1.450022104163969,1.8658728470829629,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B043,0.5273648157398085,0.39681738488151713,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B044,-0.2251250746436426,0.7370494584397603,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,1.0,0.0,0.0
B045,0.5273648157398085,0.7370494584397603,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B046,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B047,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,1.450022104163969,1.8658728470829629,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B048,-0.3756230527203323,1.9399262776644242,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B049,0.5273648157398085,1.6920647512284626,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B050,0.5273648157398085,0.39681738488151713,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B051,-0.6766190088737131,1.363005987884438,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B052,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B053,0.2263688595864278,1.982961465378433,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B054,0.5273648157398085,0.1711803637496602,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B055,-0.5261210307970233,0.39681738488151713,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B056,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B057,0.5273648157398085,-0.5297122415099208,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B058,0.5273648157398085,0.39681738488151713,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B059,-3.084586658100757,1.6920647512284626,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B060,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B061,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B062,-0.827116986950404,1.6342676329361778,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B063,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B064,-0.2251250746436426,-0.11971635040030998,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B065,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B066,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B067,-1.4291088992571641,1.363005987884438,2.121320343559643,0.5614422421802155,5.4083269131959835,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B068,-5.492554307327801,-0.5297122415099208,2.121320343559643,0.5614422421802155,5.4083269131959835,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B069,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B070,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B071,0.5273648157398085,-1.2306048467695017,2.121320343559643,0.5614422421802155,5.4083269131959835,-0.5614422421802154,1.450022104163969,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B072,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B073,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B074,-0.07462709656695292,1.363005987884438,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B075,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B076,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B077,-0.6766190088737131,2.2417547121849593,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B078,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B079,-2.482594745793996,-0.11971635040030998,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B080,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B081,-0.5261210307970233,0.7370494584397603,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B082,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B083,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B084,-0.9776149650270938,0.1711803637496602,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B085,-2.482594745793996,-0.5297122415099208,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B086,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B087,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B088,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B089,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B090,-2.482594745793996,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B091,-0.9776149650270938,0.5811762548592709,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B092,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B093,0.37686683766311885,1.1940851931345629,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B094,0.5273648157398085,-0.5297122415099208,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B095,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B096,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B097,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B098,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,1.450022104163969,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B099,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B100,0.37686683766311885,2.392957356488044,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B101,-0.9776149650270938,0.7370494584397603,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B102,-2.482594745793996,-0.11971635040030998,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B103,-1.4291088992571641,0.1711803637496602,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B104,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B105,-3.9875745265608984,-0.5297122415099208,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B106,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,1.450022104163969,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B107,-0.2251250746436426,2.5244637355609583,2.121320343559643,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B108,0.5273648157398085,2.024239616532536,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B109,0.5273648157398085,-0.5297122415099208,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B110,-0.6766190088737131,0.5811762548592709,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,-0.5359422007578724,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B111,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,1.450022104163969,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B112,0.5273648157398085,0.1711803637496602,2.121320343559643,0.5614422421802155,5.4083269131959835,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B113,0.5273648157398085,0.872072969009241,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B114,0.5273648157398085,-0.11971635040030998,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B115,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,1.450022104163969,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B116,-0.5261210307970233,0.1711803637496602,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,1.781127113123442,-0.6896446592974974,-0.5359422007578724,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B117,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B118,0.5273648157398085,-1.2306048467695017,2.121320343559643,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,1.450022104163969,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B119,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B120,0.5273648157398085,-1.2306048467695017,-0.4714045207910318,-1.7811271131234425,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,1.8658728470829629,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B121,0.2263688595864278,1.0977099901410985,-0.4714045207910318,0.5614422421802155,-0.1849000654084097,-0.5614422421802154,-0.6896446592974974,-0.5359422007578724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
